Date,precio,ID,BRS,HAUNT,Wearables,Seller,Buyer,Date,Price
2021-03-02,987.0,9514,510,1,"[95, 0, 66, 94, 64, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x4e483558e4e59416eea246f643d78470a7d6d5a9,0xad91bae71e4569ec5ff09be170e223cc6b388ab0,2021-03-02,1.6107406546676593
2021-03-02,10000.0,9398,557,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x9bb1d0cfe96e22830079dad7d589bb011769ee51,0x20ec02894d748c59c01b6bf08fe283d7bb75a5d2,2021-03-02,1.6107406546676593
2021-03-02,300.0,3406,468,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x7237fc8c285c40425f85412dde772d07b4643957,0x68a2831fb07ae4bcd4394e0bd775e56b90ea0ec6,2021-03-02,1.6107406546676593
2021-03-02,350.0,299,476,1,"[88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x68a2831fb07ae4bcd4394e0bd775e56b90ea0ec6,0x546bd956c48cad0d9c25d5f8524493a3530cba81,2021-03-02,1.6107406546676593
2021-03-02,300.0,3404,454,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x7237fc8c285c40425f85412dde772d07b4643957,0xe7b6be706a2042e0cd56eabc0d160d2496a0ec2c,2021-03-02,1.6107406546676593
2021-03-02,300.0,3403,464,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x7237fc8c285c40425f85412dde772d07b4643957,0xaf4a5d3f972195dcf3d1a3e703d213912fe49c28,2021-03-02,1.6107406546676593
2021-03-02,5000.0,6588,549,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x0cc1b11c917e7c90810968b9c3d763c0d2b98d7f,0xe703f231ab056ecb99c92a1232cc1020acfc72f8,2021-03-02,1.6107406546676593
2021-03-02,450.0,9033,493,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x3bf6b896f2362214764120bdc6044e5b9fb4a048,0x0dc5edfc7ba00d0286f9edbc36617f4868f97711,2021-03-02,1.6107406546676593
2021-03-02,300.0,1436,485,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x45490445ea04fca5cb99427146c646ac500f2b0f,0x5d051f2e9f679321fd50ec13a20d01008d11a00e,2021-03-02,1.6107406546676593
2021-03-02,1500.0,4850,525,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xf0cc6c3e0122748388d8fb33a38ee876339b447b,0x9302861905cc81e8353b1fdf5deeaa9f528f2e74,2021-03-02,1.6107406546676593
2021-03-02,10000.0,3126,558,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x929fac23f441048bfef13f5ac3f908fe1fbd56a2,0x4c6a68b14b8d06d61935fe4f12ee3e1c7fb138d7,2021-03-02,1.6107406546676593
2021-03-02,1000.0,803,516,1,"[0, 0, 66, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x22cab81e0fee2bad5b015dbbeb6a374a1b8738de,0xe96d65ec7c8856114878300697a3e5052de194ff,2021-03-02,1.6107406546676593
2021-03-02,1000.0,800,502,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x22cab81e0fee2bad5b015dbbeb6a374a1b8738de,0x050ee024a0ffd8b9bd383271835b27dd66c3fec3,2021-03-02,1.6107406546676593
2021-03-02,299.0,2865,459,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xdef65ede44485c15f979bb0646f0b1ace71568c1,0xbb73548a0e6f839fb58e9d59969ba6aedecdf5f1,2021-03-02,1.6107406546676593
2021-03-02,777.0,5262,505,1,"[95, 0, 66, 94, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x4e483558e4e59416eea246f643d78470a7d6d5a9,0xc5592b6e87cd2195bb65a73aaa9f83b158578fa1,2021-03-02,1.6107406546676593
2021-03-02,250.0,2111,442,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x55e4750743f1e394dff3e46eb03136fc27f29611,0x7e7c15ea104e49036cce3370eaac465a18414e13,2021-03-02,1.6107406546676593
2021-03-02,697.0,5263,510,1,"[0, 0, 66, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x4e483558e4e59416eea246f643d78470a7d6d5a9,0x79fbadc28c46663a121e9fee2a863b74277094d4,2021-03-02,1.6107406546676593
2021-03-02,1497.0,5268,522,1,"[0, 0, 0, 67, 76, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x4e483558e4e59416eea246f643d78470a7d6d5a9,0x8ded09ffe3110d353f02dce34fb56e305e6ae4ac,2021-03-02,1.6107406546676593
2021-03-02,1333.0,2848,511,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x20ec02894d748c59c01b6bf08fe283d7bb75a5d2,0x929fac23f441048bfef13f5ac3f908fe1fbd56a2,2021-03-02,1.6107406546676593
2021-03-02,400.0,8697,495,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x2486bc5d229741877864f114b130fe4c119aec4a,0xe96d65ec7c8856114878300697a3e5052de194ff,2021-03-02,1.6107406546676593
2021-03-02,5000.0,2825,530,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xceec48581b3145a575508719f45da07dc57fa7ce,0x5c0dc6a61763b9be2be0984e36ab7f645c80359f,2021-03-02,1.6107406546676593
2021-03-02,1487.0,5271,511,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x4e483558e4e59416eea246f643d78470a7d6d5a9,0xe81119bcf92fa4e9234690df8ad2f35896988a71,2021-03-02,1.6107406546676593
2021-03-02,999.0,1859,475,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x35d65b520981f67b1608874280db31c56ee9bbc6,0xfbf35487df12a09dc121f177328cf432abbeccf5,2021-03-02,1.6107406546676593
2021-03-02,777.0,543,450,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x2123e6171de8f2693c326d32129c9c3c6b5ebf63,0xffea5a2cfaf1aafbb87a1fe4eed5413da45c30a0,2021-03-02,1.6107406546676593
2021-03-02,1000.0,790,509,1,"[0, 0, 66, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x22cab81e0fee2bad5b015dbbeb6a374a1b8738de,0xe96d65ec7c8856114878300697a3e5052de194ff,2021-03-02,1.6107406546676593
2021-03-02,1497.0,5613,511,1,"[95, 0, 66, 87, 64, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x4e483558e4e59416eea246f643d78470a7d6d5a9,0x244fe02fbcf4db4ad96063b161f00e444fc54011,2021-03-02,1.6107406546676593
2021-03-02,2000.0,794,530,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x22cab81e0fee2bad5b015dbbeb6a374a1b8738de,0xaba316abdd2db6b6dbd6d4af1e5ba952e7e6aab5,2021-03-02,1.6107406546676593
2021-03-03,449.0,800,502,1,"[0, 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x050ee024a0ffd8b9bd383271835b27dd66c3fec3,0x174b079bb5aeb7a7ffa2a6407b906a844738428d,2021-03-03,1.6586063270104021
2021-03-03,536.0,4230,498,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x34f2ac0dd90b768b382e981e50312333a7a1a69d,0x244fe02fbcf4db4ad96063b161f00e444fc54011,2021-03-03,1.6586063270104021
2021-03-03,435.0,9331,489,1,"[95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x3bf6b896f2362214764120bdc6044e5b9fb4a048,0x0d421e6a1c4ccf4567b3f8317c63eebf25de50a6,2021-03-03,1.6586063270104021
2021-03-03,350.0,265,482,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xefe00901234f51820d7ceb4ad323e25827a7853c,0x97b00eebfc135baf9fbcf1daeeddab2fde75d5ce,2021-03-03,1.6586063270104021
2021-03-03,899.0,6276,515,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xfbf35487df12a09dc121f177328cf432abbeccf5,0x866aae40b55d79591cbb049de1fb4d08f5eb6cd0,2021-03-03,1.6586063270104021
2021-03-03,560.0,6372,514,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x3bf6b896f2362214764120bdc6044e5b9fb4a048,0x90a2e60df1f4c09558bd48d0836025ece5a418bd,2021-03-03,1.6586063270104021
2021-03-03,400.0,2463,498,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x070f7d639bed7b25e3edfb1d9f85d7d742fa5e19,0x2235cd349113837ffc6d3e41ad8f64a84f3d20e5,2021-03-03,1.6586063270104021
2021-03-03,2000.0,5613,511,1,"[95, 0, 66, 87, 64, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x244fe02fbcf4db4ad96063b161f00e444fc54011,0xcd6c1eef36ced2ec98ce4291d9ed32ffb9230ab7,2021-03-03,1.6586063270104021
2021-03-03,349.0,4033,486,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x6367a367ee11ea09fb711f0e5ddf649c37863371,0xa1301bc880de06b84be4d9150105c6b8cc6202b2,2021-03-03,1.6586063270104021
2021-03-03,888.0,5633,480,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x75d5ced39b418d5e25f4a05db87fcc8bceed7e66,0x3c803a58e42d5e78475b185dc9b055df16e86c6e,2021-03-03,1.6586063270104021
2021-03-03,2000.0,8693,529,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x2486bc5d229741877864f114b130fe4c119aec4a,0x1671ba83ce928f6df0c9973098db430bda4d214d,2021-03-03,1.6586063270104021
2021-03-03,280.0,5663,451,1,"[0, 0, 0, 67, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x01e7f16e17c50d070eb66787f25ce3be405d6038,0x07494efb9fc623b74b31714192826c70eba7423f,2021-03-03,1.6586063270104021
2021-03-03,980.0,303,501,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x7cdceb7f8d9fee89b9628f07f0f34a4a28e5e39c,0xe53439db3e9a240c5a8b5abb874bbbed5934c47c,2021-03-03,1.6586063270104021
2021-03-03,300.0,6611,416,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x0252e3524f4d28702b6b3ab7aa7c8eacaa9caf4d,0xc6d84b7333ccf2db3362f5acd944da2dcc304d06,2021-03-03,1.6586063270104021
2021-03-03,590.0,3881,509,1,"[0, 0, 0, 60, 76, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x069ba44bfe4584ecf7e5c2346e2cbdc916bf30ac,0x3972c906cdd1ab81e536f74823ca226aa4ee0c11,2021-03-03,1.6586063270104021
2021-03-03,220.0,297,430,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x069ba44bfe4584ecf7e5c2346e2cbdc916bf30ac,0x97b00eebfc135baf9fbcf1daeeddab2fde75d5ce,2021-03-03,1.6586063270104021
2021-03-03,200.0,297,430,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x5624b75f53c46372231214c98dc54d24dca87eab,0x069ba44bfe4584ecf7e5c2346e2cbdc916bf30ac,2021-03-03,1.6586063270104021
2021-03-03,1300.0,6565,521,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x677893faed05e2cf0821966f3fe7157e7df25a1b,0x5aec3d8d78b59c99dbb5950015825aa633bcbd23,2021-03-03,1.6586063270104021
2021-03-03,250.0,1544,422,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x12760d8ee7850391e32f8aeec9f0ab113985957a,0x1443ee42acc3fa827adf9303869ec6ee16aee04d,2021-03-03,1.6586063270104021
2021-03-03,700.0,3951,489,1,"[0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x244fe02fbcf4db4ad96063b161f00e444fc54011,0x2235cd349113837ffc6d3e41ad8f64a84f3d20e5,2021-03-03,1.6586063270104021
2021-03-03,349.0,3950,464,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xa6cd4976bb57b96ffedb8709417ef57bd4812ba7,0xc6d84b7333ccf2db3362f5acd944da2dcc304d06,2021-03-03,1.6586063270104021
2021-03-03,300.0,3950,464,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x244fe02fbcf4db4ad96063b161f00e444fc54011,0xa6cd4976bb57b96ffedb8709417ef57bd4812ba7,2021-03-03,1.6586063270104021
2021-03-03,700.0,9452,510,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xb9e579f1c62a3ad26533e8bd3e7967348ac501c3,0xda8942aa957ca3f27453712088cd097d1324e546,2021-03-03,1.6586063270104021
2021-03-03,300.0,3947,460,1,"[0, 0, 117, 87, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x244fe02fbcf4db4ad96063b161f00e444fc54011,0x1c012b03f1c2dea274d2eeeb566b0eeabfe3af1a,2021-03-03,1.6586063270104021
2021-03-03,1000.0,5637,523,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x75d5ced39b418d5e25f4a05db87fcc8bceed7e66,0x7054d57e6fd9c731ce0e9a1a9f012e23347ac8ff,2021-03-03,1.6586063270104021
2021-03-03,3100.0,2062,539,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x314e5699db4756138107ae7d7eeddf5708583ff5,0x94a5b840f6898e5178649a2b117b3ce3bb7aa873,2021-03-03,1.6586063270104021
2021-03-03,300.0,1546,471,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x12760d8ee7850391e32f8aeec9f0ab113985957a,0xc6d84b7333ccf2db3362f5acd944da2dcc304d06,2021-03-03,1.6586063270104021
2021-03-03,300.0,1545,438,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x12760d8ee7850391e32f8aeec9f0ab113985957a,0x1443ee42acc3fa827adf9303869ec6ee16aee04d,2021-03-03,1.6586063270104021
2021-03-03,321.0,4622,433,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x0690d7a3e7075f871b804dfde6e690ccfdebcddc,0xdf631777df4debcbcd647e85bdcb868b43663ba0,2021-03-03,1.6586063270104021
2021-03-03,400.0,6018,506,1,"[0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x6d789c36397f1615044294a1aa95efed6b068217,0x15acb570e0ac7b68bb177a2fe9de2e569ca3dfe0,2021-03-03,1.6586063270104021
2021-03-03,2100.0,4884,532,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x314e5699db4756138107ae7d7eeddf5708583ff5,0xba5edc0d2ae493c9574328d77dc36eef19f699e2,2021-03-03,1.6586063270104021
2021-03-03,1000.0,1669,509,1,"[0, 0, 66, 60, 64, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xe408e148f671ef25dfdcf8ca2fbb4dc9a64ceff0,0xaec41d6c79ee13f26f4982106463a0bbd6cc31dc,2021-03-03,1.6586063270104021
2021-03-03,350.0,8522,455,1,"[68, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x34c114014dce8c4a8e57209557b86efab8ae45e6,0x16a1708187cf1717744aa1e8bdb47a93ce1d2e69,2021-03-03,1.6586063270104021
2021-03-03,800.0,4861,451,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x35d65b520981f67b1608874280db31c56ee9bbc6,0x1c0e68b94a8c8bd16812c8e020ff92d2ae502ed7,2021-03-03,1.6586063270104021
2021-03-03,800.0,5860,522,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x88a1303994f0c906d8c0ee9c72fe17f627ed9f48,0x8ded09ffe3110d353f02dce34fb56e305e6ae4ac,2021-03-03,1.6586063270104021
2021-03-03,3000.0,8386,529,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x75d5ced39b418d5e25f4a05db87fcc8bceed7e66,0x3477823dc687e24147494b910b367cc85298df8c,2021-03-03,1.6586063270104021
2021-03-03,222.0,5911,464,1,"[0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x27b53099e9a2339748ab6d5ebf63ddbc181b93a2,0x97b00eebfc135baf9fbcf1daeeddab2fde75d5ce,2021-03-03,1.6586063270104021
2021-03-03,350.0,4660,492,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xc05cfb4fa62bb3c9df7ac65fe77d28345afa3485,0x5aec3d8d78b59c99dbb5950015825aa633bcbd23,2021-03-03,1.6586063270104021
2021-03-03,707.0,9068,512,1,"[91, 0, 0, 94, 76, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x4e483558e4e59416eea246f643d78470a7d6d5a9,0x1c0e68b94a8c8bd16812c8e020ff92d2ae502ed7,2021-03-03,1.6586063270104021
2021-03-03,835.0,9032,507,1,"[109, 0, 0, 94, 64, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x3bf6b896f2362214764120bdc6044e5b9fb4a048,0x775c10c93e0db7205b2643458233c64fc33fd75b,2021-03-03,1.6586063270104021
2021-03-03,4900.0,509,546,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xaa917265aa6903d94a63c1cbc38312e19c11a053,0x2235cd349113837ffc6d3e41ad8f64a84f3d20e5,2021-03-03,1.6586063270104021
2021-03-03,500.0,4824,482,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x0d421e6a1c4ccf4567b3f8317c63eebf25de50a6,0x7b40c9250d2697ec25936d4c901df046d59623d2,2021-03-03,1.6586063270104021
2021-03-03,800.0,4836,516,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x34e2cb7513a50b19f450a067ed5230a86c13a2e9,0xeb1d6e08fb1d019c7bc8e4efffe0a66cbff10cb2,2021-03-03,1.6586063270104021
